id,var-origin,var-lh,label
539,p050,p050-fuma-hab-1,"Atualmente, o(a) Sr(a) fuma algum produto do tabaco? "
540,p051,p051-fuma-hab-2,"E no passado, o(a) Sr(a) fumou algum produto do tabaco diariamente? "
541,p052,p052-fuma-hab-3,"E no passado, o(a) Sr(a) fumou algum produto do tabaco? "
542,p053,p053-fuma-hab-4,Que idade o(a) Sr(a) tinha quando começou a fumar produto de tabaco diariamente? 
543,p05401,p05401-fuma-hab-5,"Em média, quanto fuma por dia ou por semana Cigarros industrializados"
544,p05402,p05402-fuma-hab-6,Quantos por dia
545,p05403,p05403-fuma-hab-7,Quantos por semana
546,p05404,p05404-fuma-hab-8,"Em média, quanto fuma por dia ou por semana Cigarros de palha ou enrolados a mão? "
547,p05405,p05405-fuma-hab-9,Quantos por dia
548,p05406,p05406-fuma-hab-10,Quantos por semana
549,p05407,p05407-fuma-hab-11,"Em média, quanto fuma por dia ou por semana Cigarros de cravo ou de Bali? "
550,p05408,p05408-fuma-hab-12,Quantos por dia
551,p05409,p05409-fuma-hab-13,Quantos por semana
552,p05410,p05410-fuma-hab-14,"Em média, quanto fuma por dia ou por semana Cachimbos (considere cachimbos cheios)? "
553,p05411,p05411-fuma-hab-15,Quantos por dia
554,p05412,p05412-fuma-hab-16,Quantos por semana
555,p05413,p05413-fuma-hab-17,"Em média, quanto fuma por dia ou por semana Charutos ou cigarrilhas? "
556,p05414,p05414-fuma-hab-18,Quantos por dia
557,p05415,p05415-fuma-hab-19,Quantos por semana
558,p05416,p05416-fuma-hab-20,"Em média, quanto fuma por dia ou por semana Narguilé (sessões)? "
559,p05417,p05417-fuma-hab-21,Quantos por dia
560,p05418,p05418-fuma-hab-22,Quantos por semana
561,p05419,p05419-fuma-hab-23,"Em média, quanto fuma por dia ou por semana Outro"
562,p05421,p05421-fuma-hab-24,Quantos por dia
563,p05422,p05422-fuma-hab-25,Quantos por semana
564,p055,p055-fuma-hab-26,Quanto tempo depois de acordar o(a) Sr(a) normalmente fuma pela primeira vez? 
565,p056,p056-fuma-hab-27,"NA ÚLTIMA VEZ que o(a) Sr(a) comprou cigarros para uso próprio, quantos cigarros comprou? (Registre a quantidade e, quando necessário, registre os detalhes da unidade). "
566,p05601,p05601-fuma-hab-28,Quantidade de cigarros
567,p05602,p05602-fuma-hab-29,Quantidade de maços
568,p05603,p05603-fuma-hab-30,Quantos cigarros havia em cada maço? 
569,p05604,p05604-fuma-hab-31,Quantidade de pacotes
570,p05605,p05605-fuma-hab-32,Quantos maços havia em cada pacote? 
571,p057,p057-fuma-hab-33,"No total, quanto o(a) Sr(a) pagou por essa compra? "
572,p058,p058-fuma-hab-34,"Em média, quantos cigarros industrializados o(a) Sr(a) fumava por dia ou por semana?"
573,p05801,p05801-fuma-hab-35,Quantos por dia
574,p05802,p05802-fuma-hab-36,Quantos por semana
575,p05901,p05901-fuma-hab-37,Número de anos que parou de fumar
576,p05902,p05902-fuma-hab-38,Número de meses que parou de fumar
577,p05903,p05903-fuma-hab-39,Número de semanas que parou de fumar
578,p05904,p05904-fuma-hab-40,Número de dias que parou de fumar
579,p05905,p05905-fuma-hab-41,"Nos últimos doze meses, durante algum atendimento, por médico ou outro profissional de saúde, foi perguntado se o(a) Sr(a) fumava? "
580,p05906,p05906-fuma-hab-42,"Nos últimos doze meses, durante algum desses atendimentos o(a) Sr(a) foi aconselhado a parar de fumar? "
581,p060,p060-fuma-hab-43,"Durante os últimos doze meses, o(a) Sr(a) tentou parar de fumar? "
582,p06101,p06101-fuma-hab-44,"Durante os últimos doze meses, quando o(a) Sr(a) tentou parar de fumar, usou aconselhamento por profissional de saúde incluindo unidades de saúde que oferecem tratamento para parar de fumar?  "
583,p06102,p06102-fuma-hab-45,O(A) Sr(a) pagou algum valor por esse aconselhamento?  
584,p06103,p06103-fuma-hab-46,Esse aconselhamento foi feito pelo SUS? 
585,p06104,p06104-fuma-hab-47,"Durante os últimos 12 meses, quando o Sr(a) tentou parar de fumar, usou medicamento(s) que auxilia( m) as pessoas no processo de deixar de fumar, tais como adesivo, pastilha, spray, inalador, goma de mascar, bupropiona, champix/vareniclina, nortriptilina, Clonidina, etc? "
586,p06105,p06105-fuma-hab-48,O(A) Sr(a) pagou algum valor por esse(s) medicamento(s)?  
587,p06106,p06106-fuma-hab-49,Algum desses medicamentos foi obtido em serviço público de saúde?
588,p06302,p06302-fuma-hab-50,"Durante os últimos 12 meses, por que o(a) Sr(a) não usou nem aconselhamento nem medicamento para tentar parar de fumar? "
589,p067,p067-fuma-hab-51,"ATUALMENTE, o (a) Sr (a) masca fumo, usa rapé ou algum outro produto do tabaco que não faz fumaça?"
590,p06701,p06701-fuma-hab-52,"O(a) Sr(a) usa aparelhos eletrônicos com nicotina líquida ou folha de tabaco picado (cigarro eletrônico, narguilé eletrônico, cigarro aquecido ou outro dispositivo eletrônico para fumar ou vaporizar)? "
591,p068,p068-fuma-hab-53,Com que frequência alguém fuma dentro do seu domicílio? 
592,p069,p069-fuma-hab-54,"Nos últimos trinta dias, o(a) Sr(a) viu alguma propaganda ou anúncio de cigarros nos pontos de venda de cigarros? "
593,p06901,p06901-fuma-hab-55,"Nos últimos 30 dias, o(a) Sr(a) viu alguma propaganda ou anúncio de cigarros na internet, incluindo redes sociais (Facebook, Instagram, Twitter, WhatsApp, YouTube, Snapchat etc)? "
594,p07004,p07004-fuma-hab-56,Viu ou ouviu informações nos jornais ou revistas?
595,p07005,p07005-fuma-hab-57,Viu ou ouviu informações na televisão?
596,p07006,p07006-fuma-hab-58,Viu ou ouviu informações no rádio?
597,p07007,p07007-fuma-hab-59,"Viu ou ouviu informações na internet, incluindo redes sociais?"
598,p07101,p07101-fuma-hab-60,"Nos últimos trinta dias, viu alguma foto ou advertência sobre os riscos de fumar nos maços de cigarros? "
599,p07201,p07201-fuma-hab-61,"NOS ÚLTIMOS 30 DIAS, as advertências nos maços de cigarro que o(a) Sr(a) viu o levaram a pensar em parar de fumar? "
600,q00101,q00101-has,Quando foi a última vez que o (a) Sr(a) teve sua pressão arterial medida?
601,q00201,q00201-has,Algum médico já lhe deu o diagnóstico de hipertensão arterial (pressão alta)? 
602,q00202,q00202-has,Essa hipertensão arterial (pressão alta) ocorreu apenas durante algum período de gravidez? 
603,q003,q003-has,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de hipertensão arterial (pressão alta)? 
604,q00401,q00401-has,O(A) Sr(a) vai ao médico/serviço de saúde regularmente para acompanhamento da hipertensão arterial (pressão alta) ? 
605,q00502,q00502-has,Qual o principal motivo do(a) Sr (a) não visitar o médico/serviço de saúde regularmente para acompanhamento da hipertensão arterial (pressão alta)? 
606,q00503,q00503-has,Algum médico já lhe receitou algum medicamento para a hipertensão arterial (pressão alta)? 
607,q00601,q00601-has,"Nas duas últimas semanas, o(a) Sr(a) tomou os medicamentos para controlar a hipertensão arterial (pressão alta)? "
608,q00602,q00602-has,Qual o principal motivo para o(a) Sr(a) não ter tomado os medicamentos receitados para a hipertensão arterial (pressão alta)? 
609,q00801,q00801-has,Algum dos medicamentos para hipertensão arterial foi obtido no “Aqui tem farmácia popular”? 
610,q009,q009-has,Algum dos medicamentos para hipertensão arterial foi obtido em serviço público de saúde? 
611,q010,q010-has,O(A) Sr(a) pagou algum valor pelos medicamentos? 
612,q01101,q01101-has,Quando foi a última vez que o(a) Sr(a) recebeu atendimento médico por causa da hipertensão arterial? 
613,q01202,q01202-has,"Na última vez que recebeu atendimento médico para hipertensão arterial, onde o(a) Sr(a) foi atendido? "
614,q014,q014-has,"O(A) Sr(a) pagou algum valor por este atendimento? (Entrevistador: Se o(a) entrevistado(a) responder que pagou mas teve reembolso total, marque a opção 2) "
615,q015,q015-has,Esse atendimento foi feito pelo SUS? 
616,q016,q016-has,"Na última consulta, o médico que o(a) atendeu era o mesmo das consultas anteriores? "
617,q017,q017-has,"Na última consulta, o médico viu os exames das consultas passadas? "
618,q018010,q018010-has,Orientações para manter uma alimentação saudável
619,q018011,q018011-has,Manter o peso adequado
620,q018012,q018012-has,Ingerir menos sal
621,q018013,q018013-has,Praticar atividade física regular
622,q018014,q018014-has,Não fumar
623,q018015,q018015-has,Não beber em excesso
624,q018016,q018016-has,Fazer o acompanhamento regular com profissional de saúde
625,q018017,q018017-has,"Fazer uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan, liang gong ou alguma outra prática integrativa e complementar"
626,q01910,q01910-has,Foi pedido exame de sangue?
627,q019101,q019101-has,Realizou o exame de sangue?
628,q01911,q01911-has,Foi pedido exame de urina?
629,q019111,q019111-has,Realizou o exame de urina?
630,q01912,q01912-has,Foi pedido eletrocardiograma?
631,q019121,q019121-has,Realizou o eletrocardiograma?
632,q01913,q01913-has,Foi pedido teste de esforço?
633,q019131,q019131-has,Realizou o teste de esforço?
634,q022,q022-has,"Em algum dos atendimentos para hipertensão arterial, houve encaminhamento para alguma consulta com médico especialista, tais como cardiologista ou nefrologista? "
635,q02301,q02301-has,O(A) Sr(a) foi às consultas com o médico especialista? 
636,q026,q026-has,Alguma vez o(a) Sr(a) se internou por causa da hipertensão ou de alguma complicação? 
637,q02701,q02701-has,Há quanto tempo foi a última internação por causa da hipertensão ou de alguma complicação?
638,q028,q028-has,"Em geral, em que grau a hipertensão ou alguma complicação da hipertensão limita as suas atividades habituais (como trabalhar, estudar, realizar afazeres domésticos etc.)? "
639,q02901,q02901-dm,"Quando foi a última vez que o(a) Sr(a) fez exame de sangue para medir a glicemia, isto é, o açúcar no sangue? "
640,q03001,q03001-dm,Algum médico já lhe deu o diagnóstico de diabetes? 
641,q03002,q03002-dm,Esse diabetes ocorreu apenas durante algum período de gravidez? 
642,q031,q031-dm,Que idade o(a) Sr(a) tinha no primeiro diagnóstico do diabetes? 
643,q03201,q03201-dm,O(A) Sr(a) vai ao médico/serviço de saúde regularmente para acompanhamento do diabetes? 
644,q03302,q03302-dm,Qual o principal motivo do(a) Sr(a) não visitar o médico/serviço de saúde regularmente para acompanhamento do diabetes? 
645,q03303,q03303-dm,Algum médico já lhe receitou algum medicamento oral para o diabetes? 
646,q03403,q03403-dm,"Nas duas últimas semanas, por causa do diabetes, o(a) Sr(a) tomou os medicamentos orais para baixar o açúcar ?"
647,q03404,q03404-dm,Qual o principal motivo de ___ não ter tomado todos os medicamentos orais receitados para controlar o diabetes? 
648,q03601,q03601-dm,Algum dos medicamentos orais para diabetes foi obtido no “Aqui tem Farmácia Popular”? 
649,q03701,q03701-dm,Algum dos medicamentos orais para diabetes foi obtido em serviço público de saúde? 
650,q03801,q03801-dm,O(A) Sr(a) pagou algum valor pelos medicamentos orais para diabetes? 
651,q03802,q03802-dm,Algum médico já lhe receitou insulina para controlar o Diabetes? 
652,q03803,q03803-dm,Usou a insulina receitada na última prescrição? 
653,q03804,q03804-dm,Qual o principal motivo de ___não ter usado a insulina para controlar o diabetes? 
654,q03805,q03805-dm,A insulina foi obtida no Aqui tem Farmácia Popular (PFP)? 
655,q03806,q03806-dm,A insulina foi obtida em serviço público de saúde? 
656,q03807,q03807-dm,O(A) Sr(a) pagou pela insulina para controlar o diabetes? 
657,q03901,q03901-dm,Quando foi a última vez que o(a) Sr(a) recebeu atendimento médico por causa do diabetes? 
658,q04002,q04002-dm,"Na última vez que recebeu atendimento médico para diabetes, onde o(a) Sr(a) foi atendido? "
659,q042,q042-dm,O(A) Sr(a) pagou algum valor por esse atendimento?
660,q043,q043-dm,Esse atendimento foi feito pelo SUS? 
661,q044,q044-dm,"Na última consulta, o médico que o(a) atendeu era o mesmo das consultas anteriores? "
662,q045,q045-dm,"Na última consulta, o médico viu os exames das consultas passadas? "
663,q046011,q046011-dm,Orientações para manter uma alimentação saudável
664,q046012,q046012-dm,Manter o peso adequado
665,q046013,q046013-dm,Praticar atividade física regular
666,q046014,q046014-dm,Não fumar
667,q046015,q046015-dm,Não beber em excesso
668,q046016,q046016-dm,Diminuir o consumo de massas e pães
669,q046017,q046017-dm,"Evitar o consumo de açúcar, bebidas açucaradas e doces"
670,q046018,q046018-dm,Medir a glicemia em casa
671,q046019,q046019-dm,Examinar os pés regularmente
672,q046020,q046020-dm,"Fazer uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan, liang gong ou alguma outra prática integrativa e complementar"
673,q046021,q046021-dm,Fazer acompanhamento regular com profissional de saúde
674,q04707,q04707-dm,Foi pedido Glicemia (açúcar no sangue) ?
675,q047071,q047071-dm,Realizou o exame?
676,q04708,q04708-dm,Foi pedido Hemoglobina glicada?
677,q047081,q047081-dm,Realizou o exame?
678,q04709,q04709-dm,Foi pedido curva glicêmica?
679,q047091,q047091-dm,Realizou o exame?
680,q04710,q04710-dm,Foi pedido exame de urina?
681,q047101,q047101-dm,Realizou o exame?
682,q04711,q04711-dm,Foi pedido colesterol e/ou triglicerídeos?
683,q047111,q047111-dm,Realizou o exame?
684,q050,q050-dm,"Em algum dos atendimentos para diabetes, houve encaminhamento para alguma consulta com médico especialista, tal como cardiologista, endocrinologista, nefrologista ou oftalmologista? "
685,q05101,q05101-dm,O(A) Sr(a) foi às consultas com médico especialista? 
686,q05301,q05301-dm,Quando foi a última vez que realizaram um exame de vista ou fundo de olho em que dilataram sua pupila? 
687,q05401,q05401-dm,Quando foi a última vez que um médico ou profissional de saúde examinou seus pés para verificar sensibilidade ou presença de feridas ou irritações? 
688,q055011,q055011-dm,Problemas na vista 
689,q055012,q055012-dm,Infarto ou AVC (Acidente Vascular cerebral) /derrame ou outro problema circulatório 
690,q055013,q055013-dm,Problema nos rins 
691,q055014,q055014-dm,"Úlcera/ferida nos pés ou amputação de membros (pés, pernas, mãos ou braços) "
692,q055015,q055015-dm,Coma diabético 
693,q055016,q055016-dm,Outro (Especifique)
694,q056,q056-dm,Alguma vez o(a) Sr(a) se internou por causa do diabetes ou de alguma complicação? 
695,q05701,q05701-dm,Há quanto tempo foi a última internação por causa do diabetes ou de alguma complicação?
696,q058,q058-dm,"Em geral, em que grau o diabetes ou alguma complicação do diabetes limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)? "
697,q05901,q05901-dm,Quando foi a última vez que o(a) Sr(a) fez exame de sangue para medir o colesterol e triglicerídeos? 
698,q060,q060-dm,Algum médico já lhe deu o diagnóstico de colesterol alto? 
699,q061,q061-dm,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de colesterol alto? 
700,q06207,q06207-dm,Recomendação para manter uma alimentação saudável
701,q06208,q06208-dm,Recomendação para manter o peso adequado
702,q06209,q06209-dm,Recomendação para praticar atividade física regular
703,q06210,q06210-dm,Recomendação para tomar medicamentos
704,q06211,q06211-dm,Recomendação para não fumar
705,q06212,q06212-dm,Recomendação para fazer acompanhamento regular com profissional de saúde
706,q06306,q06306-dcv,"Algum médico já lhe deu o diagnóstico de uma doença do coração, tal como infarto, angina, insuficiência cardíaca ou outra?"
707,q06307,q06307-dcv,Infarto
708,q06308,q06308-dcv,Angina 
709,q06309,q06309-dcv,Insuficiência cardíaca 
710,q06310,q06310-dcv,Arritmia 
711,q06311,q06311-dcv,Outra
712,q064,q064-dcv,Que idade o(a) Sr(a) tinha no primeiro diagnóstico da doença do coração? 
713,q06506,q06506-dcv,Faz atualmente por causa da doença do coração: Dieta?
714,q06507,q06507-dcv,Faz atualmente por causa da doença do coração: prática de atividade física regular?
715,q06508,q06508-dcv,Faz atualmente por causa da doença do coração: toma medicamentos regularmente?
716,q06509,q06509-dcv,Faz atualmente por causa da doença do coração acompanhamento regular?
717,q06601,q06601-dcv,O(A) Sr(a) já fez alguma cirurgia de ponte de safena ou cateterismo com colocação de stent ou angioplastia?
718,q067,q067-dcv,"Em geral, em que grau a doença do coração limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?"
719,q068,q068-dcv,Algum médico já lhe deu o diagnóstico de AVC (Acidente Vascular Cerebral) ou derrame?
720,q070,q070-dcv,Que idade o(a) Sr(a) tinha no primeiro diagnóstico do derrame (ou AVC)? 
721,q07208,q07208-dcv,Faz atualmente por causa do derrame (ou AVC) Dieta?
722,q07209,q07209-dcv,Faz atualmente por causa do derrame (ou AVC) Fisioterapia?
723,q07210,q07210-dcv,Faz atualmente por causa do derrame (ou AVC) Outras terapias de reabilitação?
724,q07211,q07211-dcv,Faz atualmente por causa do derrame (ou AVC) Toma aspirina regularmente?
725,q07212,q07212-dcv,Faz atualmente por causa do derrame (ou AVC) Toma outros medicamentos? 
726,q07213,q07213-dcv,Faz acompanhamento regular com profissional de saúde?
727,q073,q073-dcv,"Em geral, em que grau o derrame (ou AVC) limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)? "
728,q074,q074-dp,Algum médico já lhe deu o diagnóstico de asma (ou bronquite asmática)? 
729,q075,q075-dp,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de asma? 
730,q076,q076-dp,"Nos últimos doze meses, o(a) Sr(a) teve alguma crise de asma? "
731,q07601,q07601-dp,Algum médico já lhe receitou algum medicamento para asma (ou bronquite asmática)? 
732,q07704,q07704-dp,. Nas duas últimas semanas o(a) Sr(a) usou os medicamentos orais por causa da asma (ou bronquite asmática) ?
733,q07705,q07705-dp,Algum dos medicamentos orais para asma (ou bronquite asmática) foi obtido no “Aqui tem Farmácia Popular”? 
734,q07706,q07706-dp,Algum dos medicamentos orais para asma (ou bronquite asmática) foi obtido em serviço público de saúde? 
735,q07707,q07707-dp,O(A) Sr(a) pagou algum valor pelos medicamentos orais para asma? 
736,q07708,q07708-dp,Nas duas últimas semanas o(a) Sr(a) usou aerossóis (bombinha) por causa da asma (ou bronquite asmática) 
737,q07709,q07709-dp,Algum dos aerossóis (bombinha) para asma (ou bronquite asmática) foi obtido no “Aqui tem Farmácia Popular”? 
738,q07710,q07710-dp,Algum dos aerossóis (bombinha) para asma (ou bronquite asmática) foi obtido em serviço público de saúde?
739,q07711,q07711-dp,O(A) Sr(a) pagou algum valor pelos aerossóis (bombinha) para asma? 
740,q078,q078-dp,"Em geral, em que grau a asma limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)? "
741,q079,q079-reu,Algum médico já lhe deu o diagnóstico de artrite ou reumatismo? 
742,q080,q080-reu,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de artrite ou reumatismo?
743,q08107,q08107-reu,Recomendação para praticar atividade física regularmente 
744,q08108,q08108-reu,Recomendação para Fazer fisioterapia 
745,q08109,q08109-reu,Recomendação para Usar medicamentos ou injeções 
746,q08110,q08110-reu,"Recomendação para Fazer uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan ou alguma outra prática integrativa e complementar"
747,q08111,q08111-reu,Recomendação para Fazer acompanhamento regular com profissional de saúde 
748,q082,q082-reu,O(A) Sr(a) já fez alguma cirurgia por causa da artrite ou reumatismo? 
749,q083,q083-reu,"Em geral, em que grau a artrite ou reumatismo limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)? "
750,q084,q084-bp,"O(a) Sr(a) tem algum problema crônico de coluna, como dor crônica nas costas ou no pescoço, lombalgia, dor ciática, problemas nas vértebras ou disco? "
751,q085,q085-bp,Que idade o(a) Sr(a) tinha quando começou o problema na coluna? 
752,q08607,q08607-bp,Pratica exercício regularmente por causa do problema na coluna
753,q08608,q08608-bp,Faz fisioterapia por causa do problema na coluna 
754,q08609,q08609-bp,Usa medicamentos ou injeções 
755,q08610,q08610-bp,"Faz uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan ou alguma outra prática integrativa e complementar por causa do problema na coluna"
756,q08611,q08611-bp,Faz acompanhamento regular com profissional de saúde por causa do problema na coluna
757,q087,q087-bp,"Em geral, em que grau o problema na coluna limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)? "
758,q088,q088-dort,Algum médico já lhe deu o diagnóstico de DORT? 
759,q08901,q08901-dort,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de DORT?
760,q09007,q09007-dort,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de DORT?
761,q09008,q09008-dort,Recomendado para DORT Praticar exercício regularmente
762,q09009,q09009-dort,Recomendado para DORT Fazer fisioterapia 
763,q09010,q09010-dort,Recomendado para DORT Usar medicamentos ou injeções 
764,q09011,q09011-dort,"Recomendado para DORT Fazer uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan ou alguma outra prática integrativa e complementar"
765,q091,q091-dort,Recomendado para DORT Fazer acompanhamento regular com profissional de saúde 
766,q092,q092-tm,"Em geral, em que grau o DORT limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)? "
767,q09201,q09201-tm,Algum médico ou profissional de saúde mental (como psiquiatra ou psicólogo) já lhe deu o diagnóstico de depressão?
768,q09202,q09202-tm,Algum médico já lhe receitou algum medicamento para depressão?
769,q09301,q09301-tm-yo-dep,Nas duas últimas semanas o(a) senhor(a) usou algum medicamento para depressão?
770,q094,q094-tm,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de depressão? 
771,q09502,q09502-tm,O(A) Sr(a) vai ao médico/serviço de saúde regularmente por causa da depressão ou só quando tem algum problema?
772,q09605,q09605-tm,Qual o principal motivo do(a) Sr(a) não visitar o médico/serviço de saúde regularmente por causa da depressão? 
773,q09606,q09606-tm-med,Por causa da depressão Faz psicoterapia 
774,q09607,q09607-tm,Por causa da depressão Toma medicamentos
775,q098,q098-tm-med-dep-sus,"Por causa da depressão Faz uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan, liang gong ou alguma outra prática integrativa e complementar "
776,q100,q100-tm,Algum dos medicamentos para depressão foi obtido em serviço público de saúde? 
777,q10101,q10101-tm,O(A) Sr(a) pagou algum valor pelos medicamentos? 
778,q10202,q10202-tm,Quando foi a última vez que o(a) Sr(a) recebeu atendimento médico por causa da depressão? 
779,q104,q104-tm,"Na última vez que recebeu assistência médica para depressão, onde o(a) Sr(a) foi atendido? "
780,q105,q105-tm,O(A) Sr(a) pagou algum valor por esse atendimento?
781,q106,q106-tm,Esse atendimento foi feito pelo SUS? 
782,q10701,q10701-tm,"Em algum dos atendimentos para depressão, houve encaminhamento para algum acompanhamento com profissional de saúde mental, como psiquiatra ou psicólogo? "
783,q109,q109-tm-abvd,O(A) Sr(a) conseguiu ir às consultas com profissional especialista de saúde mental? 
784,q11006,q11006-tm-bip,"Em geral, em que grau a depressão limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)? "
785,q11007,q11007-tm-dx,"Algum médico ou profissional de saúde (como psiquiatra ou psicólogo) já lhe deu o diagnóstico de outra doença mental, como transtorno de ansiedade, síndrome do pânico, esquizofrenia, transtorno bipolar, psicose ou TOC (Transtorno Obsessivo Compulsivo) etc? "
786,q11008,q11008-tm-dx,Diagnóstico de Esquizofrenia 
787,q11009,q11009-tm-dx,Diagnóstico de Transtorno bipolar 
788,q11010,q11010-tm-o:,Diagnóstico de TOC (Transtorno obsessivo compulsivo) 
789,q111,q111-tm-yo-2,Outro diagnóstico
790,q11201,q11201-tm,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de doença mental? 
791,q11405,q11405-tm,O(A) Sr(a) visita o médico/serviço de saúde regularmente por causa dessa doença mental ou só quando tem algum problema?
792,q11406,q11406-tm,Por causa da doença mental faz psicoterapia 
793,q11407,q11407-tm,Por causa da doença mental usa medicamentos ou injeções 
794,q11408,q11408-tm,"Por causa da doença mental Faz uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan ou alguma outra prática integrativa e complementar "
795,q115,q115-tm,Por causa da doença mental Faz acompanhamento regular com profissional de saúde
796,q11604,q11604-dp-br-as,"Em geral, em que grau essa doença mental limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)? "
797,q11605,q11605-dp-br-as,"Algum médico já lhe deu o diagnóstico de alguma outra doença crônica no pulmão, tais como enfisema pulmonar, bronquite crônica ou DPOC (Doença Pulmonar Obstrutiva Crônica)?"
798,q11606,q11606-dp-br-as,Diagnóstico de enfisema pulmonar
799,q11607,q11607-dp-br-as,Diagnóstico de bronquite crônica 
800,q11701,q11701-dp-br-as,Diagnóstico de outro 
801,q11806,q11806-dp-br-as,Que idade o(a) Sr(a) tinha no primeiro diagnóstico dessa(s) doença(s) no pulmão? 
802,q11807,q11807-dp-br-as,"Por causa da doença no pulmão Usa medicamentos (inaladores, aerossol ou comprimidos) "
803,q11808,q11808-dp-br-as,Por causa da doença no pulmão Usa oxigênio 
804,q11809,q11809-dp-br-as,Por causa da doença no pulmão Fisioterapia respiratória 
805,q119,q119-dp-br-as,Por causa da doença no pulmão Faz acompanhamento regular com profissional de saúde
806,q120,q120-ca,"Em geral, em que grau a doença do pulmão limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)? "
807,q121010,q121010-ca,Algum médico já lhe deu diagnóstico de câncer? 
808,q121011,q121011-ca,"Diagnóstico de outro câncer? Boca, Orofaringe ou Laringe "
809,q121012,q121012-ca,Diagnóstico de outro câncer? Bexiga
810,q121013,q121013-ca,Diagnóstico de outro câncer? Linfoma ou leucemia 
811,q121014,q121014-ca,Diagnóstico de outro câncer? Cérebro
812,q121015,q121015-ca,Diagnóstico de outro câncer? Ovário (só para mulheres) 
813,q121016,q121016-ca,Diagnóstico de outro câncer? Tireoide
814,q12102,q12102-ca,Diagnóstico de outro câncer?
815,q12103,q12103-ca,Foi um diagnóstico de câncer de pele? 
816,q12104,q12104-ca,O câncer de pele diagnosticado foi do tipo melanoma?
817,q12105,q12105-ca,Diagnóstico de outro câncer? Pulmão
818,q12106,q12106-ca,Diagnóstico de outro câncer? Cólon e reto (intestino) 
819,q12107,q12107-ca,Diagnóstico de outro câncer? Estômago
820,q12108,q12108-ca,Diagnóstico de outro câncer? Mama (só para mulheres) 
821,q12109,q12109-ca,Diagnóstico de outro câncer? Colo de útero (só para mulheres) 
822,q12201,q12201-ca-tm,Diagnóstico de outro câncer? Próstata (só para homens) 
823,q12301,q12301-ca-abvd,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de doença mental? 
824,q124,q124-drc,"Em geral, seu tratamento, ou algum problema provocado pelo câncer, limita as suas atividades profissionais ou habituais (tais como trabalhar, realizar afazeres domésticos, etc.)? "
825,q125,q125-drc,Algum médico já lhe deu o diagnóstico de insuficiência renal crônica? 
826,q12501,q12501-drc,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de insuficiência renal crônica? 
827,q12607,q12607-drc,"O Sr(a) fez transplante de rim, por causa da insuficiência renal crônica? "
828,q12608,q12608-drc,Toma medicamentos por causa da insuficiência renal crônica?
829,q12609,q12609-drc,Hemodiálise por causa da insuficiência renal crônica?
830,q12610,q12610-drc,Diálise peritoneal por causa da insuficiência renal crônica?
831,q127,q127-drc,Faz acompanhamento regular com profissional de saúde?
832,q128,q128-drc,"Em geral, em que grau a insuficiência renal crônica limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)? "
833,q132,q132-sono,Algum médico já lhe deu algum diagnóstico de outra doença crônica (física ou mental) ou doença de longa duração (de mais de 6 meses de duração)? 
834,q133,q133-sono,"Nas últimas duas semanas, o(a) Sr(a) fez uso de algum medicamento para dormir? "
835,q134,q134-sono,"Nas últimas duas semanas, por quantos dias usou o medicamento para dormir? "
836,r00101,r00101-p-ca,O medicamento que o(a) Sr(a) usa (usou) para dormir foi receitado por médico?
837,r002010,r002010-p-ca,Quando foi a última vez que a Sra fez exame preventivo para câncer de colo do útero
838,r004,r004-p-ca,Qual o principal motivo da Sra não ter feito exame preventivo nos últimos três anos
